latitude,longitude,altitude,geometry,coordinates,@id,landuse,leisure,name,name:en,type,barrier,fence_type,int_name,name:de,name:pl,name:tr,tourism,wikidata,wikipedia,addr:city,addr:street,addr:housenumber,addr:postcode,opening_hours
,,,Polygon,"21.3725026,42.0067734,21.3725266,42.0067668,21.3727126,42.0067156,21.3727603,42.0067025,21.3727992,42.0066916,21.3730278,42.0066274,21.3730615,42.0066181,21.3731926,42.0065866,21.3732749,42.0065668,21.3733442,42.0065524,21.3734114,42.0065427,21.3734216,42.0065422,21.3734521,42.0065406,21.3734701,42.0065397,21.3735205,42.0065407,21.3735666,42.0065427,21.3736128,42.0065467,21.3737114,42.0065585,21.3738132,42.006584,21.3739763,42.0066383,21.3740042,42.0066546,21.3740241,42.0066663,21.3740335,42.0066694,21.3740826,42.0066854,21.3741622,42.0066968,21.37422,42.0066941,21.3742827,42.0066911,21.3744355,42.0066652,21.3746408,42.0066151,21.3747522,42.0065836,21.3748682,42.0065535,21.3749894,42.0065352,21.3750361,42.0065497,21.3750742,42.0065706,21.3750955,42.0066,21.3750994,42.0066282,21.3750933,42.0066721,21.3750647,42.0067027,21.3743411,42.0068937,21.3741789,42.0069368,21.3741518,42.0068803,21.3739994,42.006921,21.3739915,42.0069865,21.3739066,42.0070054,21.3733235,42.0071634,21.3733017,42.0071692,21.372856,42.0072872,21.3727612,42.0073123,21.3727454,42.0072794,21.3726428,42.0070659,21.3726016,42.0069799,21.3725026,42.0067734",way/298284042,,park,Парк Влае,,,,,,,,,,,,,,,,
,,,Polygon,"21.4242229,41.9930425,21.4241984,41.9931534,21.4240373,41.993241,21.4237454,41.9933157,21.423643,41.9930844,21.4224656,41.993342,21.4224456,41.9932676,21.4224005,41.9930999,21.4227833,41.9930238,21.4227938,41.9929445,21.4236715,41.9925802,21.4236795,41.9925304,21.4232758,41.9921987,21.4234527,41.9922017,21.4236996,41.9923331,21.4238877,41.9924906,21.4240228,41.9926469,21.4242229,41.9930425",way/380110910,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.3929538,42.0039976,21.3929381,42.0039275,21.3928304,42.0039407,21.3927971,42.0037908,21.3927977,42.0037636,21.3928005,42.0037502,21.3928043,42.0037385,21.3928103,42.0037266,21.392818,42.0037154,21.3928275,42.0037061,21.3928388,42.0036968,21.3928519,42.0036888,21.3928681,42.0036836,21.3929015,42.0036771,21.3940994,42.0035207,21.3941233,42.0036134,21.393845,42.00365,21.3938512,42.0036761,21.3938988,42.0038714,21.3929538,42.0039976",way/408888206,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4312104,41.9968296,21.4310412,41.9967035,21.4311694,41.9966086,21.4313385,41.9967346,21.4312104,41.9968296",way/411092505,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4864792,41.9745902,21.4859358,41.9743064,21.4865031,41.9737177,21.4870464,41.9739938,21.4864792,41.9745902",way/414650719,,park,Парк Бановина,,,,,,,,,,,mk:Парк „Бановина“,,,,,
,,,Polygon,"21.4350637,42.000123,21.435083,42.000118,21.435099,42.0001085,21.4350614,42.0002732,21.4349151,42.0007265,21.4348777,42.0008473,21.4348135,42.0010494,21.4345567,42.0018063,21.4345096,42.0019004,21.4344463,42.0019034,21.4342686,42.0020468,21.4341789,42.002091,21.4340939,42.0021248,21.4337628,42.0021991,21.4335018,42.0022536,21.4333534,42.0022773,21.4332409,42.00229,21.4331817,42.002293,21.4331493,42.0022911,21.4331176,42.0022861,21.433091,42.0022786,21.4330631,42.002265,21.4330244,42.002245,21.4329782,42.0022175,21.4329125,42.0021732,21.4328342,42.0021144,21.4327489,42.0020442,21.4326059,42.0019199,21.4325664,42.0018778,21.4326108,42.0018674,21.4327665,42.0018031,21.4328943,42.0017434,21.4331075,42.0014715,21.4333925,42.001219,21.4336075,42.0010553,21.4337718,42.0009362,21.4338323,42.0008979,21.4338778,42.0008716,21.4339399,42.0008231,21.4340011,42.0007721,21.4341382,42.00066,21.4342603,42.0005503,21.434368,42.0004704,21.4344855,42.0003954,21.4346041,42.0003266,21.434723,42.0002594,21.4348196,42.0001995,21.4349492,42.0001436,21.4349971,42.0001304,21.4350432,42.0001227,21.4350637,42.000123",way/445837939,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4367293,42.0026103,21.436695,42.0030277,21.4362108,42.0030058,21.436245,42.0025883,21.4367293,42.0026103",way/474868812,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4348152,42.004058,21.4348824,42.0038323,21.4348992,42.003819,21.4349215,42.0038147,21.4349396,42.0038183,21.4349532,42.0038303,21.4349611,42.0038518,21.4349995,42.0040712,21.4349956,42.0040855,21.4349831,42.0040947,21.4349678,42.0040979,21.4349074,42.0040981,21.4348504,42.0040922,21.4348326,42.0040858,21.4348212,42.004075,21.4348152,42.004058",way/474870582,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.44884,41.9946205,21.4490681,41.994931,21.4483599,41.9952307,21.4475269,41.995493,21.4464874,41.9956535,21.4459785,41.9956732,21.4453975,41.9956589,21.444987,41.9956375,21.4436907,41.9953467,21.4426176,41.9950184,21.4426512,41.994972,21.443549,41.9952289,21.4439355,41.9953484,21.4443508,41.9954555,21.4450758,41.9955733,21.4457552,41.9955964,21.4461153,41.9955679,21.4465426,41.9955019,21.4472124,41.9953253,21.44884,41.9946205",way/476218866,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4685675,42.0033312,21.4689442,42.0034329,21.468826,42.0036744,21.4684494,42.0035727,21.4685675,42.0033312",way/476222634,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.464072,42.0077126,21.4639139,42.0072983,21.4640167,42.0070133,21.4643172,42.0068429,21.4651792,42.0069075,21.464072,42.0077126",way/476222977,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4451665,42.0147223,21.4459722,42.0146775,21.4464998,42.0158873,21.4450938,42.016032,21.4451796,42.0148354,21.4451665,42.0147223",way/476397816,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4328921,42.0170623,21.4330121,42.0162077,21.4338503,42.0162726,21.4337302,42.0171272,21.4328921,42.0170623",way/477891478,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4334299,42.0203572,21.4333511,42.0208933,21.4336154,42.0209147,21.4335,42.0217011,21.4327937,42.0216438,21.4328555,42.0212226,21.4327015,42.0212101,21.4328338,42.0203089,21.4334299,42.0203572",way/477891673,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4170489,42.0013843,21.4173648,42.0011282,21.4175696,42.0012678,21.4174617,42.0013553,21.4170489,42.0013843",way/480285181,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4266146,42.0036116,21.427096,42.0032117,21.4271448,42.0031046,21.4271293,42.0030054,21.427098,42.0029347,21.4266239,42.0024901,21.4281715,42.0015026,21.4282347,42.0014339,21.4281514,42.0013049,21.4284001,42.0011453,21.4286121,42.0011225,21.428784,42.0010691,21.4289515,42.0009483,21.4291536,42.0006065,21.4294197,42.0001512,21.4293962,42.0000074,21.4295179,42.000067,21.4296024,42.0001083,21.4287467,42.0016852,21.4284342,42.0023377,21.4283854,42.0025185,21.4283295,42.0026866,21.4282699,42.0028721,21.4282489,42.0033961,21.4282195,42.0038036,21.4282084,42.0044341,21.4282112,42.004637,21.428183,42.0049397,21.4279356,42.0049315,21.4276358,42.004632,21.4275203,42.0045125,21.4266146,42.0036116",way/487162446,,park,Парк на Франкофонијата,,,,,,,,,,,,,,,,
,,,Polygon,"21.4668149,41.9824272,21.4670321,41.9823144,21.4671937,41.9822267,21.4673284,41.9823641,21.4669393,41.9825642,21.4668149,41.9824272",way/509297486,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4664935,41.9827101,21.4664654,41.9826294,21.4664319,41.9825451,21.4663795,41.9824397,21.4662517,41.9823057,21.4664869,41.9820928,21.4669393,41.9825642,21.4666808,41.9827005,21.4664935,41.9827101",way/509297488,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.5052749,42.0040786,21.5056156,42.0038532,21.5056309,42.0040614,21.5052749,42.0040786",way/518105003,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4625896,41.9935937,21.4626489,41.9935423,21.4631746,41.9930861,21.4636775,41.9928356,21.4639207,41.9929621,21.4639218,41.9932915,21.4639814,41.993711,21.4639834,41.9940915,21.4638729,41.9941452,21.4638186,41.9942324,21.4631266,41.994031,21.4628286,41.9939145,21.4627444,41.9938772,21.4625896,41.9935937",way/544529234,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.418923,42.0049084,21.421071,42.0069461,21.4197675,42.0073932,21.419628,42.0075088,21.4194054,42.0076264,21.4187431,42.0078263,21.4182624,42.0079538,21.4180307,42.0079538,21.4160533,42.0085121,21.415053,42.0088307,21.4147876,42.0081419,21.4147754,42.0081101,21.4146724,42.007877,21.4144166,42.0072985,21.4143809,42.0072178,21.4148813,42.0069696,21.4146939,42.0064798,21.4156891,42.0061527,21.4163653,42.0058541,21.4168597,42.0056052,21.41716,42.0054436,21.4185632,42.0047486,21.4187821,42.0047646,21.418923,42.0049084",way/544530764,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4037304,41.9961978,21.4036729,41.9960884,21.4036208,41.9959744,21.4035984,41.9959072,21.4035939,41.9958724,21.4036036,41.9958487,21.403619,41.9958269,21.4036525,41.9958013,21.4036948,41.9957833,21.4037673,41.9957682,21.4041515,41.9957199,21.4046034,41.9956573,21.4048311,41.9956314,21.4049857,41.9956188,21.4050802,41.995614,21.4054151,41.9956149,21.4058484,41.9956205,21.4060307,41.9956195,21.4063666,41.9956026,21.4068578,41.9955343,21.4076804,41.9954229,21.4085998,41.9952878,21.4094846,41.9951572,21.4095641,41.9951484,21.4095957,41.995148,21.4096169,41.995159,21.4096309,41.9951773,21.4096398,41.9952014,21.4096541,41.995255,21.4096709,41.9953246,21.4096205,41.9953304,21.409609,41.9952753,21.4093573,41.9953044,21.4093688,41.9953595,21.4093351,41.9953634,21.4091055,41.9953899,21.40914,41.9955549,21.4091576,41.995639,21.40848,41.9957336,21.4078101,41.995822,21.4072138,41.9959056,21.4070083,41.9959229,21.4069049,41.9959318,21.406657,41.9959625,21.4064898,41.9959884,21.4062928,41.9960256,21.4061375,41.9960421,21.4059615,41.9960579,21.4057122,41.9960864,21.4040321,41.9963193,21.4039887,41.9963192,21.4039392,41.9963138,21.4038946,41.9963028,21.4038525,41.996287,21.4038133,41.9962666,21.4037718,41.9962396,21.4037304,41.9961978",way/548919797,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4097918,41.9952824,21.4097607,41.9951279,21.4104033,41.9950443,21.410646,41.9950148,21.4111455,41.994954,21.4111964,41.9949478,21.4112945,41.9949426,21.4113436,41.994948,21.4113587,41.9949496,21.4113996,41.9949634,21.4114229,41.9949843,21.4114393,41.9950164,21.4114895,41.9952281,21.411486,41.9952472,21.4114731,41.9952697,21.4114544,41.9952897,21.4114334,41.9953053,21.4114019,41.9953149,21.4107826,41.995406,21.410748,41.995411,21.4104924,41.9954443,21.4101911,41.9954861,21.4097547,41.9955409,21.4097483,41.99551,21.4102014,41.9954576,21.4101353,41.995142,21.4100651,41.9951501,21.4100803,41.9952229,21.4099945,41.9952329,21.4098475,41.9952499,21.4098529,41.9952753,21.4097918,41.9952824",way/548919798,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4436188,41.9816803,21.442998,41.9809484,21.4430481,41.9809255,21.443141,41.9808831,21.4439925,41.9804942,21.444038,41.9805501,21.4443679,41.9809549,21.4445817,41.9812173,21.4445562,41.9812296,21.4441646,41.9814179,21.4438189,41.9815841,21.4436941,41.9816441,21.4436352,41.9816724,21.4436188,41.9816803",way/616576325,,park,Park Frederik Shopen,,,,,,,,,,,,,,,,
,,,Polygon,"21.4354811,41.9928573,21.4350326,41.9934174,21.4345173,41.9931852,21.434586,41.9931037,21.4348951,41.992737,21.4349872,41.9926255,21.4351597,41.9927065,21.4354811,41.9928573",way/717373941,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.3707931,42.0007151,21.3708912,42.0004756,21.3706577,42.0004305,21.3707978,41.999903,21.3718672,42.0000279,21.3722735,42.0002258,21.3718579,42.0008921,21.3707931,42.0007151",way/834714771,,park,Park Hrom,,,,,,,,,,,,,,,,
,,,Polygon,"21.4440488,41.9775155,21.4443903,41.9769775,21.4446995,41.9769362,21.4448659,41.976914,21.4446911,41.9771861,21.4450855,41.97718,21.4447684,41.977727,21.4446848,41.9777024,21.4440488,41.9775155",way/844322208,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4440389,41.979849,21.4441972,41.9797652,21.4442486,41.9798202,21.4443071,41.9798829,21.4441382,41.9799606,21.4440389,41.979849",way/844386821,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4383433,41.9920431,21.4383433,41.9919807,21.4383807,41.9919216,21.4384414,41.9918696,21.4385488,41.9917724,21.4387169,41.9916856,21.438787,41.9916856,21.4389411,41.991762,21.4390905,41.9918453,21.4392306,41.99188,21.43931,41.9919216,21.439366,41.9919494,21.4393992,41.991974,21.4391839,41.9921993,21.4390251,41.9923555,21.4388337,41.9922792,21.438801,41.9922167,21.4387449,41.992182,21.4386889,41.9921577,21.4386142,41.9921368,21.4385581,41.9921438,21.4383433,41.9920431",way/844386823,,park,Pump track,,,,,,,,,,,,,,,,
,,,Polygon,"21.449637,41.9846018,21.4499144,41.9849263,21.4497055,41.9850292,21.4494697,41.984745,21.4492867,41.9845295,21.4501953,41.9841019,21.4503509,41.984282,21.4499631,41.9844663,21.4500565,41.9845806,21.4504415,41.9844004,21.4504653,41.9843984,21.4506208,41.9845889,21.4500986,41.9848377,21.4498266,41.9845082,21.449637,41.9846018",way/891239170,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4740579,41.9865465,21.4736598,41.9852762,21.474133,41.9850438,21.4745961,41.9848245,21.4744227,41.9846086,21.4761905,41.9837937,21.4763655,41.9839825,21.4773952,41.9832079,21.4783135,41.9827908,21.4784536,41.9827385,21.478587,41.9827259,21.4787299,41.9827161,21.4788484,41.9827417,21.4790292,41.9828254,21.479171,41.9834318,21.4787336,41.9836425,21.4779668,41.9840092,21.4788549,41.9849679,21.4782189,41.9852102,21.4775925,41.9854741,21.4773481,41.985177,21.4768994,41.9853878,21.476842,41.9855612,21.4740579,41.9865465",way/929294951,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.442005,41.9835905,21.4420335,41.9835507,21.4420616,41.9835115,21.4421197,41.9835301,21.4421642,41.9835444,21.4421335,41.9835909,21.4421094,41.9836273,21.442005,41.9835905",way/976065793,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4433158,41.9788279,21.4435899,41.9783429,21.4441673,41.9785146,21.4441473,41.9785408,21.4439542,41.978479,21.4437557,41.9788559,21.4437852,41.9788698,21.4437343,41.9789556,21.4433158,41.9788279",way/976065810,,park,Пушкин,,,,,,,,,,,,,,,,
,,,Polygon,"21.4439916,41.9821863,21.4441894,41.9820995,21.4443369,41.9822815,21.4441391,41.9823607,21.4439916,41.9821863",way/982014140,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4443088,41.9823363,21.4444382,41.9822765,21.4445153,41.9823662,21.4443799,41.982426,21.4443088,41.9823363",way/982014141,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4466001,41.9798093,21.4466895,41.9797658,21.4467457,41.9798311,21.4466594,41.9798706,21.4466001,41.9798093",way/983122127,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4408558,41.9806119,21.4415034,41.9807658,21.4410902,41.9809595,21.4409434,41.9810375,21.4408996,41.9810491,21.4408533,41.9810542,21.4408095,41.9810531,21.4407744,41.9810481,21.4407442,41.9810313,21.4407176,41.981004,21.4407055,41.9809588,21.4407046,41.9809029,21.4407276,41.9808391,21.4408558,41.9806119",way/983122128,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4560273,41.9827747,21.4556412,41.9823094,21.4559335,41.9822233,21.4559528,41.9823196,21.4562038,41.9823012,21.4561872,41.9821884,21.4563885,41.982088,21.456383,41.9819896,21.4565402,41.981924,21.4569263,41.982377,21.4560273,41.9827747",way/1001530500,,park,Паркче,,,,,,,,,,,,Cкoпje,Васко Карангелески,бб,1000,24/7
,,,Polygon,"21.4521405,41.9867809,21.4520654,41.9866892,21.4524918,41.9864878,21.452575,41.9864898,21.4533233,41.9861728,21.453546,41.986436,21.4535647,41.9864719,21.453546,41.9865038,21.4535111,41.9865177,21.4531919,41.9865516,21.4527788,41.9866114,21.4526957,41.9866294,21.4522987,41.986737,21.4521405,41.9867809",way/1001537886,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4442923,41.9738932,21.4427341,41.9734464,21.4429105,41.9731067,21.4433279,41.9732297,21.4434682,41.973195,21.4437022,41.9727,21.444627,41.9729568,21.4444438,41.9734693,21.4442923,41.9738932",way/1002371695,,park,Парк Кино Кисела Вода,,,,,,,,,,,,,,,,
,,,Polygon,"21.4675553,41.9890858,21.4678441,41.9893838,21.4669231,41.9898769,21.4655621,41.9906055,21.4647805,41.9910239,21.4645475,41.9910179,21.4642213,41.9902766,21.4658723,41.9893921,21.4655257,41.9890347,21.4677698,41.9878326,21.4684963,41.9885819,21.4675553,41.9890858",way/1029043161,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4441456,41.9941194,21.4441362,41.9939769,21.4443186,41.993938,21.4443856,41.9940935,21.4441456,41.9941194",way/1041558901,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4348778,42.0011139,21.4350567,42.0007381,21.4351651,42.0004731,21.4354985,42.0005247,21.4355618,42.0005247,21.4355706,42.0005532,21.4356275,42.0008274,21.4356767,42.0009391,21.4356771,42.0012455,21.4348778,42.0011139",way/1087992681,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4144928,41.9815359,21.4144767,41.9814322,21.4147798,41.9814262,21.4151634,41.9814402,21.4153726,41.9814581,21.4155255,41.981474,21.4155255,41.9815937,21.4152304,41.9815458,21.4150159,41.9815279,21.4147235,41.9815279,21.4144928,41.9815359",way/1100795272,,park,Парк культуры,,,,,,,,,,,,Cкoпje,Македонская улица,,,
,,,Polygon,"21.4116449,41.994891,21.4116571,41.9948795,21.4116876,41.9948703,21.411706,41.9948666,21.4117514,41.9948573,21.4118367,41.9952384,21.4117162,41.9952533,21.4116413,41.9949189,21.411641,41.9949043,21.4116449,41.994891",way/1100940963,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4815073,42.004924,21.481535,42.0048072,21.4817938,42.0048336,21.4817692,42.0049457,21.4815073,42.004924",way/1104480818,,park,,,,,,,,,,,,,,,,,
,,,Polygon,"21.4402111,41.9861527,21.4401967,41.9860767,21.4401561,41.9860077,21.4399954,41.9858017,21.439892,41.9857081,21.4398008,41.9856451,21.439705,41.9855962,21.4395241,41.9854791,21.4395561,41.9853612,21.4395739,41.9852561,21.4396169,41.9851518,21.439697,41.985106,21.4400599,41.9849713,21.44014,41.9849277,21.4403236,41.9848803,21.4405097,41.9847308,21.4407223,41.9843964,21.4407809,41.984346,21.4408302,41.9843529,21.4409041,41.9843689,21.4409842,41.9844216,21.4410489,41.9844789,21.4411259,41.9845865,21.4411598,41.9846667,21.4411814,41.9847995,21.4412318,41.9848103,21.4413638,41.9848384,21.4411739,41.9853066,21.4410999,41.9856588,21.4410041,41.9860564,21.4408326,41.9861036,21.4407299,41.9861236,21.440679,41.9861292,21.4406119,41.9861365,21.4404564,41.9861296,21.4403643,41.986135,21.4402111,41.9861527",way/1109768106,,park,,,,,,,,,,,,,,,,,
